World(robot=Robot(position=Point(x=761.0, y=469.5), angle=0.4787218193219731), goal=Point(x=719.927659372434, y=512.9685437804677), obstacles=[[Point(x=392, y=100), Point(x=397, y=545), Point(x=649, y=551), Point(x=644, y=106)]])
[Point(x=42.5, y=282.5), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)]
{1.2529656887054443: (Robot(position=Point(x=43.0, y=283.5), angle=1.632446608941419), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[8], right=[-10]), [Point(x=42.5, y=282.5), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{26.146578073501587: (Robot(position=Point(x=353.5, y=254.0), angle=-3.4913078924013545), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[43], right=[56]), [Point(x=323.0, y=338.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{26.27376675605774: (Robot(position=Point(x=354.5, y=251.0), angle=-3.5200199266268184), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[47], right=[57]), [Point(x=323.0, y=338.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{26.4059054851532: (Robot(position=Point(x=354.5, y=247.5), angle=-3.52619735201134), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[54], right=[58]), [Point(x=323.0, y=338.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{26.533984899520874: (Robot(position=Point(x=355.5, y=246.0), angle=-3.5200199266268184), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[55], right=[56]), [Point(x=323.0, y=338.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{26.663724899291992: (Robot(position=Point(x=357.0, y=244.0), angle=-3.534650721151965), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[57], right=[29]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{26.806496143341064: (Robot(position=Point(x=358.0, y=241.0), angle=-3.5055715223146846), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[55], right=[-24]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{26.953359127044678: (Robot(position=Point(x=359.0, y=240.5), angle=-3.540653624136584), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[58], right=[-36]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{27.098020315170288: (Robot(position=Point(x=360.0, y=241.0), angle=-3.5755459447695186), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[53], right=[-36]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{27.247483015060425: (Robot(position=Point(x=362.0, y=241.0), angle=-3.6355339666201045), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[56], right=[-39]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{27.393134117126465: (Robot(position=Point(x=361.5, y=242.5), angle=-3.6858731885744502), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[53], right=[-18]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{27.543044090270996: (Robot(position=Point(x=363.0, y=242.5), angle=-3.732749857504504), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[56], right=[-37]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{27.691859006881714: (Robot(position=Point(x=365.0, y=242.5), angle=-3.8006827016664912), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[53], right=[-39]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{27.842477798461914: (Robot(position=Point(x=365.0, y=243.5), angle=-3.8320390363527705), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[56], right=[-45]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{27.990513801574707: (Robot(position=Point(x=366.5, y=244.5), angle=-3.8778499742342403), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[59], right=[-63]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{28.123947620391846: (Robot(position=Point(x=367.5, y=245.0), angle=2.307845197121961), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[52], right=[-41]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{28.254403591156006: (Robot(position=Point(x=368.0, y=246.0), angle=2.2597206453488896), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[55], right=[-44]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{28.39371395111084: (Robot(position=Point(x=369.0, y=247.0), angle=2.1910458425687382), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[54], right=[-40]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{28.5274076461792: (Robot(position=Point(x=369.5, y=248.5), angle=2.177784047524793), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[48], right=[-39]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{28.652995824813843: (Robot(position=Point(x=370.5, y=249.5), angle=2.1072316984342168), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[46], right=[-41]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{28.786045789718628: (Robot(position=Point(x=370.5, y=249.5), angle=2.0756576875852177), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[44], right=[-51]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{28.914535999298096: (Robot(position=Point(x=371.5, y=250.5), angle=2.044647536675794), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[43], right=[-59]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{29.05912446975708: (Robot(position=Point(x=372.5, y=251.5), angle=2.0032041887448857), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[43], right=[-43]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{29.193488359451294: (Robot(position=Point(x=372.5, y=252.5), angle=1.9295669416593144), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[41], right=[-26]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{29.318838834762573: (Robot(position=Point(x=375.0, y=255.5), angle=1.870162568490369), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[42], right=[-40]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{29.44961953163147: (Robot(position=Point(x=375.5, y=256.0), angle=1.8186078886197636), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[42], right=[-58]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{29.599121809005737: (Robot(position=Point(x=374.5, y=257.0), angle=1.7728215078519414), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[43], right=[-37]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{29.741960525512695: (Robot(position=Point(x=375.5, y=258.0), angle=1.7261606077359746), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[41], right=[-40]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{29.856122732162476: (Robot(position=Point(x=376.5, y=259.5), angle=1.6421037534879277), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[42], right=[-39]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{30.01283597946167: (Robot(position=Point(x=375.5, y=260.0), angle=1.6060758451627324), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[44], right=[-38]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{30.157564878463745: (Robot(position=Point(x=376.0, y=261.5), angle=1.5106280664609502), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[46], right=[-44]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{30.281630277633667: (Robot(position=Point(x=376.5, y=263.5), angle=1.452306352059705), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[49], right=[-59]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{30.42781162261963: (Robot(position=Point(x=376.0, y=264.0), angle=1.4016950945066045), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[48], right=[-41]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{30.549939393997192: (Robot(position=Point(x=375.5, y=265.0), angle=1.363922439019544), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[46], right=[-32]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{30.709765195846558: (Robot(position=Point(x=376.0, y=266.5), angle=1.2941277841733525), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[48], right=[-57]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{30.836921215057373: (Robot(position=Point(x=375.5, y=267.5), angle=1.2565644601987431), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[47], right=[-53]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{30.96254825592041: (Robot(position=Point(x=373.0, y=269.0), angle=1.2036224226163457), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[47], right=[-67]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{31.09365940093994: (Robot(position=Point(x=372.5, y=269.0), angle=1.165904484193189), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[50], right=[-48]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{31.224212408065796: (Robot(position=Point(x=372.0, y=270.5), angle=1.1124962190793584), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[49], right=[-38]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{31.363177061080933: (Robot(position=Point(x=371.5, y=271.5), angle=1.0427218298123906), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[48], right=[-39]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{31.49593496322632: (Robot(position=Point(x=371.0, y=273.0), angle=0.9894160846875737), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[51], right=[-50]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{31.64010739326477: (Robot(position=Point(x=370.5, y=273.5), angle=0.9367736200498173), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[45], right=[-50]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{31.78356122970581: (Robot(position=Point(x=370.0, y=275.5), angle=0.8685394148038457), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[45], right=[-49]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{31.90951418876648: (Robot(position=Point(x=370.5, y=277.0), angle=0.8181732515500615), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[43], right=[-66]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{32.05831503868103: (Robot(position=Point(x=369.5, y=277.5), angle=0.8023457149671147), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[52], right=[-49]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{32.18315839767456: (Robot(position=Point(x=369.0, y=279.0), angle=0.7520771841214726), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[53], right=[-58]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{32.311025857925415: (Robot(position=Point(x=369.0, y=279.5), angle=0.6365081886457036), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[55], right=[-58]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{32.4366717338562: (Robot(position=Point(x=367.5, y=280.5), angle=0.5685245613263676), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[55], right=[-58]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{32.57394289970398: (Robot(position=Point(x=367.0, y=280.5), angle=0.5404195408032963), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[52], right=[-22]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{32.71501684188843: (Robot(position=Point(x=366.0, y=282.0), angle=0.48447795907722213), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[55], right=[-49]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{32.85680961608887: (Robot(position=Point(x=365.5, y=282.5), angle=0.47385128537879684), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[55], right=[-60]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{33.00525903701782: (Robot(position=Point(x=364.0, y=283.0), angle=0.3930580238507817), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[55], right=[-59]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{33.15669655799866: (Robot(position=Point(x=362.5, y=283.0), angle=0.3574496130155156), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[46], right=[-39]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{33.29430437088013: (Robot(position=Point(x=362.5, y=283.0), angle=0.2860514740155766), MotorSpeed(left=100, right=100), MotorSpeed(left=[59], right=[-16]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{33.42038702964783: (Robot(position=Point(x=362.0, y=284.0), angle=0.2504430631803105), MotorSpeed(left=100, right=100), MotorSpeed(left=[96], right=[60]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{33.5504629611969: (Robot(position=Point(x=362.5, y=287.5), angle=0.2721459488080571), MotorSpeed(left=100, right=100), MotorSpeed(left=[94], right=[97]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{33.681482791900635: (Robot(position=Point(x=364.0, y=294.0), angle=0.2504430631803105), MotorSpeed(left=100, right=100), MotorSpeed(left=[105], right=[95]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{33.81633734703064: (Robot(position=Point(x=364.0, y=299.5), angle=0.23684879342780807), MotorSpeed(left=100, right=100), MotorSpeed(left=[117], right=[96]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{33.94688367843628: (Robot(position=Point(x=367.0, y=305.5), angle=0.2642600158856938), MotorSpeed(left=100, right=100), MotorSpeed(left=[105], right=[96]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{34.101834535598755: (Robot(position=Point(x=368.5, y=310.5), angle=0.22849663297401168), MotorSpeed(left=100, right=100), MotorSpeed(left=[96], right=[92]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{34.24034285545349: (Robot(position=Point(x=370.0, y=316.0), angle=0.2504430631803105), MotorSpeed(left=100, right=100), MotorSpeed(left=[111], right=[97]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{34.3694794178009: (Robot(position=Point(x=372.0, y=322.5), angle=0.23684879342780807), MotorSpeed(left=100, right=100), MotorSpeed(left=[99], right=[102]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{34.520193338394165: (Robot(position=Point(x=373.5, y=327.5), angle=0.25615140001044967), MotorSpeed(left=100, right=100), MotorSpeed(left=[90], right=[99]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{34.67770576477051: (Robot(position=Point(x=374.0, y=333.5), angle=0.23684879342780807), MotorSpeed(left=100, right=100), MotorSpeed(left=[95], right=[97]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{34.81864261627197: (Robot(position=Point(x=375.5, y=340.0), angle=0.24220856229530074), MotorSpeed(left=100, right=100), MotorSpeed(left=[114], right=[96]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{34.96551012992859: (Robot(position=Point(x=377.5, y=345.0), angle=0.24220856229530074), MotorSpeed(left=100, right=100), MotorSpeed(left=[97], right=[92]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{35.11323070526123: (Robot(position=Point(x=378.5, y=351.0), angle=0.21501489679084518), MotorSpeed(left=100, right=100), MotorSpeed(left=[92], right=[104]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{35.26590633392334: (Robot(position=Point(x=380.0, y=357.0), angle=0.22347661058173873), MotorSpeed(left=100, right=100), MotorSpeed(left=[99], right=[101]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{35.41747045516968: (Robot(position=Point(x=381.0, y=364.0), angle=0.2063238839315007), MotorSpeed(left=100, right=100), MotorSpeed(left=[95], right=[117]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{35.56933236122131: (Robot(position=Point(x=381.0, y=370.5), angle=0.23684879342780807), MotorSpeed(left=100, right=100), MotorSpeed(left=[84], right=[102]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{35.711134910583496: (Robot(position=Point(x=383.0, y=377.0), angle=0.2504430631803105), MotorSpeed(left=100, right=100), MotorSpeed(left=[96], right=[98]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{35.844435691833496: (Robot(position=Point(x=384.0, y=382.5), angle=0.21991427938209274), MotorSpeed(left=100, right=100), MotorSpeed(left=[89], right=[97]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{35.99615740776062: (Robot(position=Point(x=385.5, y=387.5), angle=0.22849663297401168), MotorSpeed(left=100, right=100), MotorSpeed(left=[106], right=[113]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{36.10855197906494: (Robot(position=Point(x=386.0, y=393.5), angle=0.21991427938209274), MotorSpeed(left=100, right=100), MotorSpeed(left=[92], right=[94]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{36.23719525337219: (Robot(position=Point(x=389.5, y=397.0), angle=0.21501489679084518), MotorSpeed(left=100, right=100), MotorSpeed(left=[116], right=[87]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{36.39987874031067: (Robot(position=Point(x=390.0, y=403.0), angle=0.2063238839315007), MotorSpeed(left=100, right=100), MotorSpeed(left=[108], right=[108]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{36.53633761405945: (Robot(position=Point(x=392.0, y=409.5), angle=0.19297083417640426), MotorSpeed(left=100, right=100), MotorSpeed(left=[90], right=[101]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{36.674450159072876: (Robot(position=Point(x=393.5, y=414.5), angle=0.22849663297401168), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[87], right=[52]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{36.818026065826416: (Robot(position=Point(x=393.5, y=419.0), angle=0.21501489679084518), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[49], right=[0]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{36.937073945999146: (Robot(position=Point(x=393.0, y=420.0), angle=0.1798535207913945), MotorSpeed(left=100, right=100), MotorSpeed(left=[91], right=[55]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{37.055997371673584: (Robot(position=Point(x=392.5, y=422.5), angle=0.1577686885999272), MotorSpeed(left=100, right=100), MotorSpeed(left=[98], right=[61]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{37.194231271743774: (Robot(position=Point(x=393.5, y=426.0), angle=0.12576939861045577), MotorSpeed(left=100, right=100), MotorSpeed(left=[113], right=[78]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{37.32516860961914: (Robot(position=Point(x=394.0, y=431.0), angle=0.1355276922391484), MotorSpeed(left=100, right=100), MotorSpeed(left=[124], right=[82]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{37.44840359687805: (Robot(position=Point(x=394.0, y=437.5), angle=0.12297185460792281), MotorSpeed(left=100, right=100), MotorSpeed(left=[102], right=[98]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{37.61150908470154: (Robot(position=Point(x=396.0, y=442.0), angle=0.1355276922391484), MotorSpeed(left=100, right=100), MotorSpeed(left=[97], right=[90]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{37.74186420440674: (Robot(position=Point(x=396.0, y=449.0), angle=0.1355276922391484), MotorSpeed(left=100, right=100), MotorSpeed(left=[90], right=[103]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{37.87221431732178: (Robot(position=Point(x=397.0, y=453.5), angle=0.12297185460792281), MotorSpeed(left=100, right=100), MotorSpeed(left=[93], right=[106]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{38.004331827163696: (Robot(position=Point(x=398.0, y=459.0), angle=0.1355276922391484), MotorSpeed(left=100, right=100), MotorSpeed(left=[100], right=[92]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{38.13043785095215: (Robot(position=Point(x=396.0, y=465.5), angle=0.14832778970466354), MotorSpeed(left=100, right=100), MotorSpeed(left=[107], right=[92]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{38.267274141311646: (Robot(position=Point(x=399.0, y=468.0), angle=0.1355276922391484), MotorSpeed(left=100, right=100), MotorSpeed(left=[89], right=[109]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
